base,label_l3,label_l2,confidence,rationale,evidence,source
2024년도 국정감사 증인에 대한 동행명령장 발부의 건,정부혁신,정부혁신·행정지원,0.75,동행명령장 발부는 정부의 투명성과 책임성을 강화하는 조치이다.,국정감사 증인에 대한 동행명령장 발부의 건,gpt:gpt-4o-mini
2024년도 국정감사 참고인 출석 요구의 건,정부혁신,정부혁신·행정지원,0.8,참고인 출석 요구는 정부의 투명성을 높이는 조치이다.,국정감사 참고인 출석 요구의 건,gpt:gpt-4o-mini
2024년도 기금운용계획안,국가적중장기과제추진·지원,정부혁신·행정지원,0.9,기금운용계획은 국가의 장기적인 재정 계획과 관련이 있다.,기금운용계획안,gpt:gpt-4o-mini
2024년도 및 2025년도 국정감사 증인에 대한 국회모욕 증인 고발의 건,정부혁신,정부혁신·행정지원,0.75,국정감사와 관련된 증인 고발은 정부의 투명성과 혁신을 위한 조치이다.,국정감사 증인에 대한 국회모욕 증인 고발의 건,gpt:gpt-4o-mini
2024년도 예산안,국가적중장기과제추진·지원,정부혁신·행정지원,0.9,예산안은 국가의 재정 운영과 장기 계획에 필수적이다.,예산안,gpt:gpt-4o-mini
2024년도 행정안전위원회 국정감사에 따른 감사원에 대한 감사요구안(위원회안),정부혁신,정부혁신·행정지원,0.8,감사 요구안은 정부의 투명성과 책임성을 높이는 조치이다.,행정안전위원회 국정감사에 따른 감사원에 대한 감사요구안,gpt:gpt-4o-mini
2024회계연도 결산,국가적중장기과제추진·지원,정부혁신·행정지원,0.9,회계연도 결산은 국가 재정의 종합적인 평가를 포함한다.,회계연도 결산,gpt:gpt-4o-mini
2024회계연도 예비비지출 승인의 건,국가적중장기과제추진·지원,정부혁신·행정지원,0.85,예비비 지출 승인은 국가 재정 운영의 중요한 부분이다.,회계연도 예비비지출 승인의 건,gpt:gpt-4o-mini
2025년도 국정감사 결과보고서 채택의 건,정부혁신,정부혁신·행정지원,0.8,결과보고서 채택은 정부의 투명성과 책임성을 높이는 조치이다.,국정감사 결과보고서 채택의 건,gpt:gpt-4o-mini
2025년도 국정감사 계획서 채택의 건,정부혁신,정부혁신·행정지원,0.8,국정감사 계획의 채택은 정부의 운영 및 혁신과 관련이 있다.,국정감사 계획서 채택의 건,gpt:gpt-4o-mini
2025년도 국정감사 보고 및 서류제출 요구의 건,정부혁신,정부혁신·행정지원,0.8,국정감사 보고 및 서류 제출 요구는 정부의 투명성을 높이는 조치이다.,국정감사 보고 및 서류제출 요구의 건,gpt:gpt-4o-mini
2025년도 국정감사 증인 및 참고인 출석 요구의 건,정부혁신,정부혁신·행정지원,0.8,증인 출석 요구는 정부의 투명성을 높이는 조치이다.,국정감사 증인 및 참고인 출석 요구의 건,gpt:gpt-4o-mini
2025년도 국정감사 증인 출석 요구 추가의 건,정부혁신,정부혁신·행정지원,0.8,증인 출석 요구는 정부의 투명성을 높이는 조치이다.,국정감사 증인 출석 요구 추가의 건,gpt:gpt-4o-mini
2025년도 국정감사 증인 출석요구의 건,정부혁신,정부혁신·행정지원,0.8,증인 출석 요구는 정부의 투명성을 높이는 조치이다.,국정감사 증인 출석요구의 건,gpt:gpt-4o-mini
2025년도 국정감사 증인에 대한 동행명령장 발부의 건,정부혁신,정부혁신·행정지원,0.75,동행명령장 발부는 정부의 투명성과 책임성을 강화하는 조치이다.,국정감사 증인에 대한 동행명령장 발부의 건,gpt:gpt-4o-mini
2025년도 국정감사 참고인 출석 요구 추가의 건,정부혁신,정부혁신·행정지원,0.8,참고인 출석 요구는 정부의 투명성을 높이는 조치이다.,국정감사 참고인 출석 요구 추가의 건,gpt:gpt-4o-mini
2025년도 기금운용계획안,지방재정,지방재정·기타,0.9,기금운용계획안은 지방재정과 관련된 사항이기 때문이다.,기금운용계획안,gpt:gpt-4o-mini
2025년도 예산안,지방재정,지방재정·기타,0.9,예산안은 지방재정의 중요한 요소로 분류된다.,예산안,gpt:gpt-4o-mini
2025년도 제1회 추가경정예산안,지방재정,지방재정·기타,0.9,추가경정예산안은 지방재정의 조정과 관련이 있다.,제1회 추가경정예산안,gpt:gpt-4o-mini
2025년도 제2회 추가경정예산안,지방재정,지방재정·기타,0.9,추가경정예산안은 지방재정의 조정과 관련이 있다.,제2회 추가경정예산안,gpt:gpt-4o-mini
2026년도 기금운용계획안,지방재정,지방재정·기타,0.9,기금운용계획안은 지방재정과 관련된 사항이기 때문이다.,기금운용계획안,gpt:gpt-4o-mini
2026년도 예산안,지방재정,지방재정·기타,0.9,예산안은 지방재정의 중요한 요소로 분류된다.,예산안,gpt:gpt-4o-mini
"21대22대 총선및 대선, 지방선거 등 과거 선거 부정선거 전수조사에 관한 청원(황성로 외 50,567인 국민동의로 제출)(청원번호 2200001)",국민안전행정지원,재난·안전,0.8,선거 부정조사는 국민의 안전과 관련된 행정적 지원을 포함한다.,부정선거 전수조사,gpt:gpt-4o-mini
3·15의거 참여자의 명예회복 등에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.7,명예회복은 사회적 안전과 관련된 법률적 조치이다.,명예회복 등에 관한 법률,gpt:gpt-4o-mini
3․10 태극기항쟁 참사 진상규명과 희생자 지원 등을 위한 특별법안,안전및재난,재난·안전,0.8,참사 진상규명과 지원은 안전과 재난 관련 법안이다.,참사 진상규명과 희생자 지원,gpt:gpt-4o-mini
3․15의거 관련자의 명예회복 및 보상 등에 관한 법률안,안전및재난,재난·안전,0.7,명예회복 및 보상은 사회적 안전과 관련된 법률적 조치이다.,명예회복 및 보상,gpt:gpt-4o-mini
3․1운동 및 대한민국 임시정부 수립 100주년 기념사업 지원에 관한 특별법안,국가적중장기과제추진·지원,정부혁신·행정지원,0.8,기념사업 지원은 국가적 장기 과제와 관련이 있다.,기념사업 지원에 관한 특별법안,gpt:gpt-4o-mini
5·18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.7,보상은 안전과 재난 관련 법안으로 볼 수 있다.,민주화운동 관련자 보상,gpt:gpt-4o-mini
5․18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.7,보상은 안전과 재난 관련 법안으로 볼 수 있다.,민주화운동 관련자 보상,gpt:gpt-4o-mini
5․18민주화운동 관련자 보상 등에 관한 법률 일부개정법률안(대안),안전및재난,재난·안전,0.7,보상은 안전과 재난 관련 법안으로 볼 수 있다.,민주화운동 관련자 보상,gpt:gpt-4o-mini
6․3민주항쟁 유공자의 명예회복 및 보상에 관한 법률안,안전및재난,재난·안전,0.7,명예회복 및 보상은 사회적 안전과 관련된 법률적 조치이다.,유공자의 명예회복 및 보상,gpt:gpt-4o-mini
UN데이 공휴일 재지정에 관한 청원(양부남 의원의 소개로 제출)(청원번호 2200228),국민안전행정지원,재난·안전,0.6,공휴일 재지정은 국민의 안전과 관련된 행정적 지원을 포함한다.,UN데이 공휴일 재지정,gpt:gpt-4o-mini
‘제천 스포츠센터 화재’ 피해자 보상을 위한 결의안(권은희 의원 등 10인 발의),안전및재난,재난·안전,0.9,화재 피해자 보상은 안전과 재난 관련 법안이다.,화재 피해자 보상,gpt:gpt-4o-mini
“3․8민주의거 기념일”의 국가기념일 지정 촉구 결의안(계속),국가적중장기과제추진·지원,정부혁신·행정지원,0.7,기념일 지정은 국가적 장기 과제와 관련이 있다.,기념일 지정 촉구 결의안,gpt:gpt-4o-mini
“6․10만세운동 기념일”의 국가기념일 지정 촉구 결의안,국가적중장기과제추진·지원,정부혁신·행정지원,0.7,기념일 지정은 국가적 장기 과제와 관련이 있다.,기념일 지정 촉구 결의안,gpt:gpt-4o-mini
“부마민주항쟁 기념일”의 국가기념일 지정 촉구 결의안,국가적중장기과제추진·지원,정부혁신·행정지원,0.7,기념일 지정은 국가적 장기 과제와 관련이 있다.,기념일 지정 촉구 결의안,gpt:gpt-4o-mini
"「공무원보수위원회의 설치 및 운영에 관한 법률」(약칭 공무원보수위원회법) 제정에 관한 청원(이선희 외 55,213인 국민동의로 제출)(청원번호 2200104)",정부혁신,정부혁신·행정지원,0.6,공무원 보수위원회 설치는 정부의 혁신과 관련이 있다.,공무원보수위원회의 설치 및 운영,gpt:gpt-4o-mini
「민생위기 극복을 위한 특별조치법안」 입법 공청회,정부의전,정부혁신·행정지원,0.5,민생위기 극복을 위한 조치는 정부의 의전과 관련이 있다.,민생위기 극복을 위한 특별조치법안,gpt:gpt-4o-mini
仁川直轄市事務所의所在地變更에관한法律 폐지법률안,지방행정,지방행정,0.6,지방행정과 관련된 법률안이다.,所在地變更에관한法律 폐지법률안,gpt:gpt-4o-mini
原州市設置에관한法律 폐지법률안,지방행정,지방행정,0.6,지방행정과 관련된 법률안이다.,設置에관한法律 폐지법률안,gpt:gpt-4o-mini
參議院議員選擧法施行에關한法律 폐지법률안,지방행정,지방행정,0.6,지방행정과 관련된 법률안이다.,選擧法施行에關한法律 폐지법률안,gpt:gpt-4o-mini
參議院議員選擧法施行에關한法律 폐지법률안(계속),지방행정,지방행정,0.6,지방행정과 관련된 법률안이다.,選擧法施行에關한法律 폐지법률안(계속),gpt:gpt-4o-mini
國家再建最高會議令第10號 폐지법률안,정부혁신,정부혁신·행정지원,0.5,국가 재건과 관련된 법률안으로 정부의 혁신을 포함한다.,國家再建最高會議令第10號 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第11號 폐지법률안,정부혁신,정부혁신·행정지원,0.5,국가 재건과 관련된 법률안으로 정부의 혁신을 포함한다.,國家再建最高會議令第11號 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第13號 폐지법률안,정부혁신,정부혁신·행정지원,0.5,국가 재건과 관련된 법률안으로 정부의 혁신을 포함한다.,國家再建最高會議令第13號 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第16號 폐지법률안,정부혁신,정부혁신·행정지원,0.5,국가 재건과 관련된 법률안으로 정부의 혁신을 포함한다.,國家再建最高會議令第16號 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第19號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第32號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第39號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第3號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第4號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第7號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第8號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議令第9號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議令 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議布告 第10號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議布告 폐지법률안,gpt:gpt-4o-mini
國家再建最高會議布告 第9號 폐지법률안,지방행정,지방행정,0.9,이 법률안은 국가 재건과 관련된 지방 행정의 법적 근거를 폐지하는 내용이므로 지방행정으로 분류된다.,國家再建最高會議布告 폐지법률안,gpt:gpt-4o-mini
